"_id","shorthand","slug","title"
"577652bc6cca83a54c002e24",,"quick-summary-use-this-license-to-use-or-redistribute-the-torque-software-v2.5+-and-later-versions.-redistributions-in-any-form-must-be-accompanied-by-copyright-notice,-list-of-conditions-(paragraph-4-&-5-fulltext)-,-and-information-on-how-to-obtain-complete-source-code-for-torque.","Quick Summary Use this license to use or redistribute the TORQUE software v2.5+ and later versions. Redistributions in any form must be accompanied by copyright notice, list of conditions (paragraph 4 & 5 Fulltext) , and information on how to obtain complete source code for TORQUE."
"5776de4d6cca83a54c002e96",,"sandboxie---(personal-&-business-tos)","Sandboxie - (Personal & Business TOS)"
"57793a1b6cca83a54c002fc9",,"yyy","yyy"
"577c5eb06cca83a54c003169",,"sycl","SYCL"
"577cd00e6cca83a54c0031c3",,"the-apache-software-foundation-licenses-","The Apache Software Foundation Licenses "
"577de3db6cca83a54c003232",,"build-setting","build setting"
"52e58bdb81519e003b0000c4","msrl","microsoft-reciprocal-license-(ms-rl)","Microsoft Reciprocal License (Ms-RL)"
"52e58c6381519e003b0000d2","python2","python-license-2.0","Python License 2.0"
"52e58cac81519e003b0000df","agpl3","gnu-affero-general-public-license-v3-(agpl-3.0)","GNU Affero General Public License v3 (AGPL-3.0)"
"52e58e9281519e003b0000ee",,"creative-commons-attribution-(cc)","Creative Commons Attribution 3.0 Unported (CC-BY)"
"52e58eea81519e003b0000fa",,"creative-commons-attribution-share-alike-(cc-sa)","Creative Commons Attribution Share Alike (CC-SA)"
"52e58f3681519e003b000106",,"creative-commons-attribution-noderivs-(cc-nd)","Creative Commons Attribution NoDerivs (CC-ND)"
"52e58f8181519e003b000111",,"creative-commons-attribution-noncommercial-(cc-nc)","Creative Commons Attribution NonCommercial (CC-BY-NC)"
"52e58fb881519e003b00011d",,"creative-commons-attribution-noncommercial-sharealike-(cc-nc-sa)","Creative Commons Attribution NonCommercial ShareAlike (CC-NC-SA)"
"52e58fe881519e003b000129","ccncnd","creative-commons-attribution-noncommercial-noderivs-(cc-nc-nd)","Creative Commons Attribution NonCommercial NoDerivs (CC-NC-ND)"
"52f5996982dcc50b72000009",,"sip","SIP"
"578419ce6cca83a54c00346b",,"code-energy-public-license-(cepl-1.0)","Code Energy Public License (CEPL-1.0)"
"57862f536cca83a54c003569",,"hisuite","HiSuite"
"57866a7c6cca83a54c003582",,"pokemon-go-terms-of-service","."
"578d0f636cca83a54c003843",,"apache-2","Apache 2"
"578d11886cca83a54c00384b",,"moppie","Moppie"
"5790381e6cca83a54c00399f",,"participant-agreement,-release-and-liability-waiver","Skyzone - Participant Agreement, Release and Liability Waiver"
"5791b6806cca83a54c003a4c",,"winmail-opener","Winmail Opener"
"5795df886cca83a54c003bb7",,"test-license","Test license"
"5795dfba6cca83a54c003bbd",,"gnu","GNU"
"579616fb6cca83a54c003be0",,"arulantony","arulantony"
"579dd4606cca83a54c003eb5",,"sleepycat-lisence","sleepycat lisence"
"57a20a346cca83a54c003fb3",,"vidio68","vidio68"
"57a317956cca83a54c00401a",,"ok","OK"
"57a31a856cca83a54c004023",,"ngoan","ngoan"
"57ab378d4f65bf990f0000ac",,"new-relic-agent-license","New Relic Agent License"
"57ab3a0e4f65bf990f0000b3",,"open-cascade-technology-public-license-v6.5","Open CASCADE Technology Public License v6.5"
"57ac26fc4f65bf990f0000fd",,"pokemon-go-pro","pokemon go pro"
"57b1c8f74f65bf990f000289",,"hover-figure-caption-with-mouse-direction","Hover figure caption with mouse direction"
"57b312a54f65bf990f000315",,"teste-xdk","Teste XDK"
"57b3130a4f65bf990f00031b",,"test-intel-xdk","Test Intel XDK"
"57b316174f65bf990f000326",,"intel-xdk","Intel XDK"
"57bd9b9a3836361d1c00003a",,"shaky-shaky---daddy-yankee","Shaky Shaky - Daddy Yankee"
"57c21db73836361d1c0001c6",,"<-p><p>","</p><p>"
"57c2fe553836361d1c0001e4",,"3.0","3.0"
"57c6b1ef3836361d1c0002fc",,"fecommonpod","FECommonPod"
"57c6d9203836361d1c000312",,"quchaogu-base","Quchaogu Base"
"57c895303836361d1c0003b9",,"haxcv-license","Haxcv License"
"57c8a4ad3836361d1c0003cf",,"hjs-license","hjs-license"
"57c8e6f43836361d1c0003ef",,"hbscrollpageview","HBScrollPageView"
"57d034503836361d1c000639",,"simple-non-code-license-2.0.2","Simple Non Code License (SNCL) 2.1.0"
"57d3978b3836361d1c000758",,"tunecore's-music-publishing-administration","Tunecore's Music Publishing Administration"
"57d5041b3836361d1c0007a4",,"kfkf","kfkf"
"57d680573836361d1c000806",,"homepage-slider","Homepage slider"
"57d680f83836361d1c000815",,"dell-mohali","Dell Mohali"
"57d86e473836361d1c000881",,"pokerstar","PokerStar"
"52f664891a01050f78000007",,"tosg-2.00-(toca-operating-system-general-license)","Tóca Operating System General License 2.0 (TOSG-2.00)"
"530245814cfb62310c000031",,"abcms","AbCMS"
"53070f744cfb62310c000089",,"the-code-project-open-license-(cpol)-1.02","The Code Project Open License (CPOL) 1.02"
"531c2f4cd9270d3c1d00000d",,"odc-open-database-license-(odbl)","ODC Open Database License (ODbL)"
"531cab9cd71a6af61f000009",,"dbad-public-license","DBAD Public License"
"531cb728adcf1ad020000010",,"don't-be-a-dick-public-license","DON'T BE A DICK PUBLIC LICENSE"
"531cfd419388f5c02700000b","x11","x11-license","X11 License"
"531dd9769388f5c0270000a8",,"the-json-license","The JSON License"
"5323fd8c2618a4a504000012",,"beer-recipe","Beer Recipe License (BRL)"
"532788232618a4a504000085",,"lisp-lesser-general-public-license","Lisp Lesser General Public License (LLGPL)"
"53283ab72618a4a5040000c7",,"common-public-attribution-license-version-1.0-(cpal-1.0)","Common Public Attribution License Version 1.0 (CPAL-1.0)"
"532b4bd55d0187c662000013",,"the-don't-ask-me-about-it-license","The Don't Ask Me About It License"
"532b52275d0187c662000038","aladdin","aladdin-free-public-license","Aladdin Free Public License"
"532e08b35d0187c662000058","eupl-1.1","european-union-public-licence","European Union Public License 1.1 (EUPL-1.1)"
"53350ad3b42376f53600001e",,"truecrypt-license-version-3.0","TrueCrypt License Version 3.0"
"5337c7d5b42376f536000044",,"zimbra-public-license","zimbra public license"
"534ee3eb0810daac05000011",,"unlicense","Unlicense"
"5353afcc0810daac05000051",,"tóca-davinci-os---eula","Tóca DaVinci OS - EULA"
"5354b79b0810daac05000057",,"phpwscript","Phpwscript"
"536774cfd62286904400000a","ecl-2.0","educational-community-license,-version-2.0-(ecl-2.0)","Educational Community License, Version 2.0 (ECL-2.0)"
"5368e8d1d622869044000016",,"mitty","MiTTY"
"536befd7d622869044000024",,"motif---new-modification-principle-v1-(nmpv1)-license","Motif - New Modification Principle V1 (NMPV1) License"
"536c1707d622869044000030",,"google-terms-of-service","Delete Me"
"536d8a6cd622869044000046",,"microsoft-shared-source-community-license-(ms-cl)","Microsoft Shared Source Community License (MS-CL)"
"537aa17db8c2c0604500004d",,"no-license","No License"
"537b5bfab8c2c06045000088",,"creative-commons-public-license-(ccpl)","Creative Commons Attribution-NonCommercial 2.0 Generic (CC BY-NC 2.0)"
"5388c339b8c2c060450000da",,"ubuntu-font-license,-1.0","Ubuntu Font License 1.0 (UFL-1.0)"
"538f43b8b8c2c06045000117",,"opencv","opencv"
"539a8b2fb8c2c0604500013e",,"open-software-licence-3.0","Open Software Licence 3.0"
"539f9f35b8c2c06045000153",,"adaptive-public-license-1.0-(apl-1.0)","Adaptive Public License 1.0 (APL-1.0)"
"539ff39a8634f2f94200001f",,"antlr-software-rights-notice-(antlr-pd)","ANTLR Software Rights Notice (ANTLR-PD)"
"539ff6e68634f2f94200002a",,"attribution-assurance-license-(aal)","Attribution Assurance License (AAL)"
"539ffb5c8634f2f942000036",,"clarified-artistic-license","Clarified Artistic License"
"53a07a568634f2f942000042",,"cnri-python-license-(cnri-python)","CNRI Python License (CNRI-Python)"
"53a07fbb8634f2f942000056",,"common-public-license-1.0-(cpl-1.0)","Common Public License 1.0 (CPL-1.0)"
"53a08b968634f2f942000073",,"condor-public-license-v1.1-(condor-1.1)","Condor Public License v1.1 (Condor-1.1)"
"53a08ed78634f2f942000082","wtfpl","do-what-the-f*ck-you-want-to-public-license-(wtfpl)","Do What The F*ck You Want To Public License (WTFPL)"
"53a091fe8634f2f942000093",,"eiffel-forum-license-v2.0-(efl-2.0)","Eiffel Forum License v2.0 (EFL-2.0)"
"53a0930d8634f2f9420000a4",,"entessa-public-license-v1.0-(entessa)","Entessa Public License v1.0 (Entessa)"
"53a099998634f2f9420000c2",,"eu-datagrid-software-license-(eudatagrid)","EU DataGrid Software License (EUDatagrid)"
"53a0bcd844c171555500004a",,"frameworx-open-license-1.0-(frameworx-1.0)","Frameworx Open License 1.0 (Frameworx-1.0)"
"53a0c85844c171555500006c",,"freetype-project-license-(ftl)","Freetype Project License (FTL)"
"53a0c9a844c1715555000079",,"historic-permission-notice-and-disclaimer-(hpnd)","Historic Permission Notice and Disclaimer (HPND)"
"53a0cab244c1715555000086",,"ibm-powerpc-initialization-and-boot-software-(ibm-pibs)","IBM PowerPC Initialization and Boot Software (IBM-pibs)"
"53a0cb4f44c1715555000093",,"imlib2-license-(imlib2)","Imlib2 License (Imlib2)"
"53a0cd1744c171555500009f",,"independent-jpeg-group-license-(ijg)","Independent JPEG Group License (IJG)"
"53a0ce0444c17155550000ab",,"intel-open-source-license-(intel)","Intel Open Source License (Intel)"
"53a0f21f44c17155550000dd",,"lucent-public-license-v1.02-(lpl-1.02)","Lucent Public License v1.02 (LPL-1.02)"
"53a0f64244c17155550000ec",,"miros-license-(miros)","MirOS License (MirOS)"
"53a0f7bd44c17155550000f7",,"multics-license-(multics)","Multics License (Multics)"
"53a0f96844c1715555000106",,"nasa-open-source-agreement-1.3-(nasa-1.3)","NASA Open Source Agreement 1.3 (NASA-1.3)"
"53a0fcb644c1715555000115",,"naumen-public-license-(naumen)","Naumen Public License (Naumen)"
"53a0fdfd44c1715555000123",,"net-boolean-public-license-v1-(nbpl-1.0)","Net Boolean Public License v1 (NBPL-1.0)"
"53a0ff8844c1715555000131",,"nethack-general-public-license-(ngpl)","Nethack General Public License (NGPL)"
"53a1380544c1715555000145",,"non-profit-open-software-license-3.0-(nposl-3.0)","Non-Profit Open Software License 3.0 (NPOSL-3.0)"
"53a13d8844c1715555000166",,"ntp-license-(ntp)","NTP License (NTP)"
