best,alternative,automatic
LicenseRef-scancode-sane-exception-2.0-plus,SANE-exception,true
LicenseRef-scancode-sane-exception-2.0-plus,metaeffekt:SANE-Exception,true
LicenseRef-scancode-sane-exception-2.0-plus,spdx:SANE-exception,true
LicenseRef-scancode-sane-exception-2.0-plus,sane-exception-2.0-plus,true
LicenseRef-scancode-sane-exception-2.0-plus,scancode:sane-exception-2.0-plus,true
LicenseRef-scancode-sandeep,scancode:LicenseRef-scancode-sandeep,true
LicenseRef-scancode-sandeep,spdx:LicenseRef-scancode-sandeep,true
LicenseRef-scancode-sandeep,sandeep,true
LicenseRef-scancode-sandeep,metaeffekt:Sandeep,true
LicenseRef-scancode-sandeep,scancode:sandeep,true
LicenseRef-scancode-sandeep,Sandeep License,true
LicenseRef-scancode-sandeep,metaeffekt:Sandeep License,true
LicenseRef-scancode-sandeep,scancode:Sandeep License,true
Apple San Francisco Font License,metaeffekt:Apple San Francisco Font License,true
Apple San Francisco Font License,scancode:Apple San Francisco Font License,true
Apple San Francisco Font License,LicenseRef-scancode-san-francisco-font,true
Apple San Francisco Font License,scancode:LicenseRef-scancode-san-francisco-font,true
Apple San Francisco Font License,spdx:LicenseRef-scancode-san-francisco-font,true
Apple San Francisco Font License,San Francisco Font License,true
Apple San Francisco Font License,scancode:San Francisco Font License,true
Apple San Francisco Font License,san-francisco-font,true
Apple San Francisco Font License,metaeffekt:San-Francisco-Font,true
Apple San Francisco Font License,scancode:san-francisco-font,true
LicenseRef-scancode-safecopy-eula,scancode:LicenseRef-scancode-safecopy-eula,true
LicenseRef-scancode-safecopy-eula,spdx:LicenseRef-scancode-safecopy-eula,true
LicenseRef-scancode-safecopy-eula,SafeCopy EULA,true
LicenseRef-scancode-safecopy-eula,metaeffekt:SafeCopy EULA,true
LicenseRef-scancode-safecopy-eula,scancode:SafeCopy EULA,true
LicenseRef-scancode-safecopy-eula,safecopy-eula,true
LicenseRef-scancode-safecopy-eula,metaeffekt:SafeCopy-EULA,true
LicenseRef-scancode-safecopy-eula,scancode:safecopy-eula,true
LicenseRef-scancode-saf,scancode:LicenseRef-scancode-saf,true
LicenseRef-scancode-saf,spdx:LicenseRef-scancode-saf,true
LicenseRef-scancode-saf,saf,true
LicenseRef-scancode-saf,metaeffekt:SAF,true
LicenseRef-scancode-saf,scancode:saf,true
LicenseRef-scancode-saf,Service Availability Forum License,true
LicenseRef-scancode-saf,metaeffekt:Service Availability Forum License,true
LicenseRef-scancode-saf,scancode:Service Availability Forum License,true
LicenseRef-scancode-saas-mit,scancode:LicenseRef-scancode-saas-mit,true
LicenseRef-scancode-saas-mit,spdx:LicenseRef-scancode-saas-mit,true
LicenseRef-scancode-saas-mit,SaaS MIT License,true
LicenseRef-scancode-saas-mit,scancode:SaaS MIT License,true
LicenseRef-scancode-saas-mit,saas-mit,true
LicenseRef-scancode-saas-mit,scancode:saas-mit,true
LicenseRef-scancode-ryszard-szopa,scancode:LicenseRef-scancode-ryszard-szopa,true
LicenseRef-scancode-ryszard-szopa,spdx:LicenseRef-scancode-ryszard-szopa,true
LicenseRef-scancode-ryszard-szopa,Ryszard Szopa License,true
LicenseRef-scancode-ryszard-szopa,metaeffekt:Ryszard Szopa License,true
LicenseRef-scancode-ryszard-szopa,scancode:Ryszard Szopa License,true
LicenseRef-scancode-ryszard-szopa,ryszard-szopa,true
LicenseRef-scancode-ryszard-szopa,metaeffekt:Ryszard-Szopa,true
LicenseRef-scancode-ryszard-szopa,scancode:ryszard-szopa,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,scancode:LicenseRef-scancode-rxtx-exception-lgpl-2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,spdx:LicenseRef-scancode-rxtx-exception-lgpl-2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,RXTX Exception (LGPL-2.1),true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,metaeffekt:RXTX Exception (LGPL-2.1),true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,RXTX exception to LGPL 2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,scancode:RXTX exception to LGPL 2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,rxtx-exception-lgpl-2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,metaeffekt:RXTX-Exception-LGPL-2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,scancode:rxtx-exception-lgpl-2.1,true
LicenseRef-scancode-rxtx-exception-lgpl-2.1,RXTX Exception,false
LicenseRef-scancode-rute,scancode:LicenseRef-scancode-rute,true
LicenseRef-scancode-rute,spdx:LicenseRef-scancode-rute,true
LicenseRef-scancode-rute,rute,true
LicenseRef-scancode-rute,scancode:rute,true
LicenseRef-scancode-rute,Rute Users Tutorial and Exposition License 0.8.0,true
LicenseRef-scancode-rute,metaeffekt:Rute Users Tutorial and Exposition License 0.8.0,true
LicenseRef-scancode-rute,scancode:Rute Users Tutorial and Exposition License 0.8.0,true
LicenseRef-scancode-rute,Rute Users Tutorial and Exposition License v0.8.0,true
LicenseRef-scancode-rute,scancode:Rute Users Tutorial and Exposition License v0.8.0,true
LicenseRef-scancode-rute,Rute-0.8.0,true
LicenseRef-scancode-rute,metaeffekt:Rute-0.8.0,true
LicenseRef-scancode-rute,http://rute.sourceforge.net/,false
LicenseRef-scancode-rute,Rute Users Tutorial and Exposition License,false
LicenseRef-scancode-rubyencoder-loader,scancode:LicenseRef-scancode-rubyencoder-loader,true
LicenseRef-scancode-rubyencoder-loader,spdx:LicenseRef-scancode-rubyencoder-loader,true
LicenseRef-scancode-rubyencoder-loader,RubyEncoder Loader Licence,true
LicenseRef-scancode-rubyencoder-loader,metaeffekt:RubyEncoder Loader Licence,true
LicenseRef-scancode-rubyencoder-loader,scancode:RubyEncoder Loader Licence,true
LicenseRef-scancode-rubyencoder-loader,rubyencoder-loader,true
LicenseRef-scancode-rubyencoder-loader,metaeffekt:RubyEncoder-Loader,true
LicenseRef-scancode-rubyencoder-loader,scancode:rubyencoder-loader,true
LicenseRef-scancode-rubyencoder-commercial,scancode:LicenseRef-scancode-rubyencoder-commercial,true
LicenseRef-scancode-rubyencoder-commercial,spdx:LicenseRef-scancode-rubyencoder-commercial,true
LicenseRef-scancode-rubyencoder-commercial,RubyEncoder Commercial Licence,true
LicenseRef-scancode-rubyencoder-commercial,metaeffekt:RubyEncoder Commercial Licence,true
LicenseRef-scancode-rubyencoder-commercial,scancode:RubyEncoder Commercial Licence,true
LicenseRef-scancode-rubyencoder-commercial,rubyencoder-commercial,true
LicenseRef-scancode-rubyencoder-commercial,metaeffekt:RubyEncoder-Commercial,true
LicenseRef-scancode-rubyencoder-commercial,scancode:rubyencoder-commercial,true
LicenseRef-scancode-rtools-util,scancode:LicenseRef-scancode-rtools-util,true
LicenseRef-scancode-rtools-util,spdx:LicenseRef-scancode-rtools-util,true
LicenseRef-scancode-rtools-util,rtools-util,true
LicenseRef-scancode-rtools-util,metaeffekt:RTools-Util,true
LicenseRef-scancode-rtools-util,scancode:rtools-util,true
LicenseRef-scancode-rtools-util,RTools.Util License,true
LicenseRef-scancode-rtools-util,metaeffekt:RTools.Util License,true
LicenseRef-scancode-rtools-util,scancode:RTools.Util License,true
LicenseRef-scancode-rsa-proprietary,scancode:LicenseRef-scancode-rsa-proprietary,true
LicenseRef-scancode-rsa-proprietary,spdx:LicenseRef-scancode-rsa-proprietary,true
LicenseRef-scancode-rsa-proprietary,RSA Proprietary,true
LicenseRef-scancode-rsa-proprietary,scancode:RSA Proprietary,true
LicenseRef-scancode-rsa-proprietary,RSA Proprietary Shrinkwrap License,true
LicenseRef-scancode-rsa-proprietary,metaeffekt:RSA Proprietary Shrinkwrap License,true
LicenseRef-scancode-rsa-proprietary,scancode:RSA Proprietary Shrinkwrap License,true
LicenseRef-scancode-rsa-proprietary,rsa-proprietary,true
LicenseRef-scancode-rsa-proprietary,metaeffekt:RSA-Proprietary,true
LicenseRef-scancode-rsa-proprietary,scancode:rsa-proprietary,true
LicenseRef-scancode-rsa-md4,scancode:LicenseRef-scancode-rsa-md4,true
LicenseRef-scancode-rsa-md4,spdx:LicenseRef-scancode-rsa-md4,true
LicenseRef-scancode-rsa-md4,RSA Data Security MD4,true
LicenseRef-scancode-rsa-md4,metaeffekt:RSA Data Security MD4,true
LicenseRef-scancode-rsa-md4,scancode:RSA Data Security MD4,true
LicenseRef-scancode-rsa-md4,rsa-md4,true
LicenseRef-scancode-rsa-md4,metaeffekt:RSA-MD4,true
LicenseRef-scancode-rsa-md4,scancode:rsa-md4,true
LicenseRef-scancode-rsa-md4,RSA-MD4 License,true
LicenseRef-scancode-rsa-md4,scancode:RSA-MD4 License,true
LicenseRef-scancode-rsa-md4,RSA Data Security,false
LicenseRef-scancode-rsa-md2,scancode:LicenseRef-scancode-rsa-md2,true
LicenseRef-scancode-rsa-md2,spdx:LicenseRef-scancode-rsa-md2,true
LicenseRef-scancode-rsa-md2,RSA Data Security MD2,true
LicenseRef-scancode-rsa-md2,metaeffekt:RSA Data Security MD2,true
LicenseRef-scancode-rsa-md2,scancode:RSA Data Security MD2,true
LicenseRef-scancode-rsa-md2,RSA-DS-MD2,true
LicenseRef-scancode-rsa-md2,metaeffekt:RSA-DS-MD2,true
LicenseRef-scancode-rsa-md2,rsa-md2,true
LicenseRef-scancode-rsa-md2,scancode:rsa-md2,true
LicenseRef-scancode-rsa-md2,RSA-MD2 License,true
LicenseRef-scancode-rsa-md2,scancode:RSA-MD2 License,true
LicenseRef-scancode-rsa-md2,RSA Data Security,false
LicenseRef-scancode-rsa-demo,scancode:LicenseRef-scancode-rsa-demo,true
LicenseRef-scancode-rsa-demo,spdx:LicenseRef-scancode-rsa-demo,true
LicenseRef-scancode-rsa-demo,RSA Demo License,true
LicenseRef-scancode-rsa-demo,metaeffekt:RSA Demo License,true
LicenseRef-scancode-rsa-demo,scancode:RSA Demo License,true
LicenseRef-scancode-rsa-demo,rsa-demo,true
LicenseRef-scancode-rsa-demo,metaeffekt:RSA-Demo,true
LicenseRef-scancode-rsa-demo,scancode:rsa-demo,true
LicenseRef-scancode-rsa-cryptoki,scancode:LicenseRef-scancode-rsa-cryptoki,true
LicenseRef-scancode-rsa-cryptoki,spdx:LicenseRef-scancode-rsa-cryptoki,true
LicenseRef-scancode-rsa-cryptoki,RSA Cryptoki License,true
LicenseRef-scancode-rsa-cryptoki,metaeffekt:RSA Cryptoki License,true
LicenseRef-scancode-rsa-cryptoki,scancode:RSA Cryptoki License,true
LicenseRef-scancode-rsa-cryptoki,rsa-cryptoki,true
LicenseRef-scancode-rsa-cryptoki,fossology:RSA-Cryptoki,true
LicenseRef-scancode-rsa-cryptoki,metaeffekt:RSA-Cryptoki,true
LicenseRef-scancode-rsa-cryptoki,scancode:rsa-cryptoki,true
LicenseRef-scancode-rsa-cryptoki,RSA-Cryptoki License,true
LicenseRef-scancode-rsa-cryptoki,http://www.rsa.com/rsalabs/node.asp?id=2133,false
LicenseRef-scancode-rsa-1990,scancode:LicenseRef-scancode-rsa-1990,true
LicenseRef-scancode-rsa-1990,spdx:LicenseRef-scancode-rsa-1990,true
LicenseRef-scancode-rsa-1990,RSA 1990,true
LicenseRef-scancode-rsa-1990,scancode:RSA 1990,true
LicenseRef-scancode-rsa-1990,RSA Data Security Notice 1990,true
LicenseRef-scancode-rsa-1990,scancode:RSA Data Security Notice 1990,true
LicenseRef-scancode-rsa-1990,rsa-1990,true
LicenseRef-scancode-rsa-1990,scancode:rsa-1990,true
LicenseRef-scancode-rogue-wave,scancode:LicenseRef-scancode-rogue-wave,true
LicenseRef-scancode-rogue-wave,spdx:LicenseRef-scancode-rogue-wave,true
LicenseRef-scancode-rogue-wave,Rogue Wave Software License,true
LicenseRef-scancode-rogue-wave,metaeffekt:Rogue Wave Software License,true
LicenseRef-scancode-rogue-wave,scancode:Rogue Wave Software License,true
LicenseRef-scancode-rogue-wave,rogue-wave,true
LicenseRef-scancode-rogue-wave,metaeffekt:Rogue-Wave,true
LicenseRef-scancode-rogue-wave,scancode:rogue-wave,true
LicenseRef-scancode-rogue-wave,http://www.roguewave.com/products.aspx,false
LicenseRef-scancode-rockchip-proprietary-2022,scancode:LicenseRef-scancode-rockchip-proprietary-2022,true
LicenseRef-scancode-rockchip-proprietary-2022,spdx:LicenseRef-scancode-rockchip-proprietary-2022,true
LicenseRef-scancode-rockchip-proprietary-2022,Rockchip Proprietary 2022,true
LicenseRef-scancode-rockchip-proprietary-2022,scancode:Rockchip Proprietary 2022,true
LicenseRef-scancode-rockchip-proprietary-2022,Rockchip Proprietary Clause 2022,true
LicenseRef-scancode-rockchip-proprietary-2022,metaeffekt:Rockchip Proprietary Clause 2022,true
LicenseRef-scancode-rockchip-proprietary-2022,rockchip-proprietary-2022,true
LicenseRef-scancode-rockchip-proprietary-2022,metaeffekt:rockchip-proprietary-2022,true
LicenseRef-scancode-rockchip-proprietary-2022,scancode:rockchip-proprietary-2022,true
LicenseRef-scancode-rockchip-proprietary-2022,Rockchip Proprietary Clause,false
LicenseRef-scancode-robert-hubley,scancode:LicenseRef-scancode-robert-hubley,true
LicenseRef-scancode-robert-hubley,spdx:LicenseRef-scancode-robert-hubley,true
LicenseRef-scancode-robert-hubley,Robert Hubley License,true
LicenseRef-scancode-robert-hubley,metaeffekt:Robert Hubley License,true
LicenseRef-scancode-robert-hubley,scancode:Robert Hubley License,true
LicenseRef-scancode-robert-hubley,robert-hubley,true
LicenseRef-scancode-robert-hubley,metaeffekt:Robert-Hubley,true
LicenseRef-scancode-robert-hubley,scancode:robert-hubley,true
LicenseRef-scancode-riverbank-sip,scancode:LicenseRef-scancode-riverbank-sip,true
LicenseRef-scancode-riverbank-sip,spdx:LicenseRef-scancode-riverbank-sip,true
LicenseRef-scancode-riverbank-sip,Riverbank SIP License,true
LicenseRef-scancode-riverbank-sip,metaeffekt:Riverbank SIP License,true
LicenseRef-scancode-riverbank-sip,scancode:Riverbank SIP License,true
LicenseRef-scancode-riverbank-sip,riverbank-sip,true
LicenseRef-scancode-riverbank-sip,metaeffekt:Riverbank-SIP,true
LicenseRef-scancode-riverbank-sip,scancode:riverbank-sip,true
LicenseRef-scancode-richard-black,scancode:LicenseRef-scancode-richard-black,true
LicenseRef-scancode-richard-black,spdx:LicenseRef-scancode-richard-black,true
LicenseRef-scancode-richard-black,Richard Black License,true
LicenseRef-scancode-richard-black,metaeffekt:Richard Black License,true
LicenseRef-scancode-richard-black,scancode:Richard Black License,true
LicenseRef-scancode-richard-black,richard-black,true
LicenseRef-scancode-richard-black,metaeffekt:Richard-Black,true
LicenseRef-scancode-richard-black,scancode:richard-black,true
LicenseRef-scancode-responsible-ai-source-1.1,scancode:LicenseRef-scancode-responsible-ai-source-1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,spdx:LicenseRef-scancode-responsible-ai-source-1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,Reponsible AI Source Code License v1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,scancode:Reponsible AI Source Code License v1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,Responsible AI Source Code License 1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,metaeffekt:Responsible AI Source Code License 1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,responsible-ai-source-1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,metaeffekt:responsible-ai-source-1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,scancode:responsible-ai-source-1.1,true
LicenseRef-scancode-responsible-ai-source-1.1,Responsible AI Source Code License,false
LicenseRef-scancode-responsible-ai-source-1.0,scancode:LicenseRef-scancode-responsible-ai-source-1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,spdx:LicenseRef-scancode-responsible-ai-source-1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,Reponsible AI Source Code License v1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,scancode:Reponsible AI Source Code License v1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,Responsible AI Source Code License 1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,metaeffekt:Responsible AI Source Code License 1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,responsible-ai-source-1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,metaeffekt:responsible-ai-source-1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,scancode:responsible-ai-source-1.0,true
LicenseRef-scancode-responsible-ai-source-1.0,Responsible AI Source Code License,false
LicenseRef-scancode-research-disclaimer,scancode:LicenseRef-scancode-research-disclaimer,true
LicenseRef-scancode-research-disclaimer,spdx:LicenseRef-scancode-research-disclaimer,true
LicenseRef-scancode-research-disclaimer,Research Software Disclaimer,true
LicenseRef-scancode-research-disclaimer,metaeffekt:Research Software Disclaimer,true
LicenseRef-scancode-research-disclaimer,scancode:Research Software Disclaimer,true
LicenseRef-scancode-research-disclaimer,research-disclaimer,true
LicenseRef-scancode-research-disclaimer,metaeffekt:research-disclaimer,true
LicenseRef-scancode-research-disclaimer,scancode:research-disclaimer,true
Debian reportbug License,metaeffekt:Debian reportbug License,true
Debian reportbug License,scancode:Debian reportbug License,true
Debian reportbug License,LicenseRef-scancode-reportbug,true
Debian reportbug License,scancode:LicenseRef-scancode-reportbug,true
Debian reportbug License,spdx:LicenseRef-scancode-reportbug,true
Debian reportbug License,reportbug,true
Debian reportbug License,metaeffekt:Reportbug,true
Debian reportbug License,scancode:reportbug,true
LicenseRef-scancode-redis-source-available-1.0,scancode:LicenseRef-scancode-redis-source-available-1.0,true
LicenseRef-scancode-redis-source-available-1.0,spdx:LicenseRef-scancode-redis-source-available-1.0,true
LicenseRef-scancode-redis-source-available-1.0,Redis Source Available License 1.0,true
LicenseRef-scancode-redis-source-available-1.0,scancode:Redis Source Available License 1.0,true
LicenseRef-scancode-redis-source-available-1.0,Redis Source Available License Agreement 1.0,true
LicenseRef-scancode-redis-source-available-1.0,metaeffekt:Redis Source Available License Agreement 1.0,true
LicenseRef-scancode-redis-source-available-1.0,scancode:Redis Source Available License Agreement 1.0,true
LicenseRef-scancode-redis-source-available-1.0,redis-source-available-1.0,true
LicenseRef-scancode-redis-source-available-1.0,metaeffekt:Redis-Source-Available-1.0,true
LicenseRef-scancode-redis-source-available-1.0,scancode:redis-source-available-1.0,true
LicenseRef-scancode-redis-source-available-1.0,Redis Source Available License,false
LicenseRef-scancode-red-hat-trademarks,scancode:LicenseRef-scancode-red-hat-trademarks,true
LicenseRef-scancode-red-hat-trademarks,spdx:LicenseRef-scancode-red-hat-trademarks,true
LicenseRef-scancode-red-hat-trademarks,Red Hat Trademarks License,true
LicenseRef-scancode-red-hat-trademarks,metaeffekt:Red Hat Trademarks License,true
LicenseRef-scancode-red-hat-trademarks,scancode:Red Hat Trademarks License,true
LicenseRef-scancode-red-hat-trademarks,red-hat-trademarks,true
LicenseRef-scancode-red-hat-trademarks,metaeffekt:Red-Hat-Trademarks,true
LicenseRef-scancode-red-hat-trademarks,scancode:red-hat-trademarks,true
LicenseRef-scancode-red-hat-logos,scancode:LicenseRef-scancode-red-hat-logos,true
LicenseRef-scancode-red-hat-logos,spdx:LicenseRef-scancode-red-hat-logos,true
LicenseRef-scancode-red-hat-logos,Red Hat Logos License,true
LicenseRef-scancode-red-hat-logos,metaeffekt:Red Hat Logos License,true
LicenseRef-scancode-red-hat-logos,scancode:Red Hat Logos License,true
LicenseRef-scancode-red-hat-logos,red-hat-logos,true
LicenseRef-scancode-red-hat-logos,metaeffekt:Red-Hat-Logos,true
LicenseRef-scancode-red-hat-logos,scancode:red-hat-logos,true
LicenseRef-scancode-red-hat-bsd-simplified,scancode:LicenseRef-scancode-red-hat-bsd-simplified,true
LicenseRef-scancode-red-hat-bsd-simplified,spdx:LicenseRef-scancode-red-hat-bsd-simplified,true
LicenseRef-scancode-red-hat-bsd-simplified,Red Hat BSD-Simplified,true
LicenseRef-scancode-red-hat-bsd-simplified,scancode:Red Hat BSD-Simplified,true
LicenseRef-scancode-red-hat-bsd-simplified,red-hat-bsd-simplified,true
LicenseRef-scancode-red-hat-bsd-simplified,scancode:red-hat-bsd-simplified,true
LicenseRef-scancode-red-hat-attribution,scancode:LicenseRef-scancode-red-hat-attribution,true
LicenseRef-scancode-red-hat-attribution,spdx:LicenseRef-scancode-red-hat-attribution,true
LicenseRef-scancode-red-hat-attribution,Red Hat Attribution License,true
LicenseRef-scancode-red-hat-attribution,metaeffekt:Red Hat Attribution License,true
LicenseRef-scancode-red-hat-attribution,scancode:Red Hat Attribution License,true
LicenseRef-scancode-red-hat-attribution,red-hat-attribution,true
LicenseRef-scancode-red-hat-attribution,metaeffekt:Red-Hat-Attribution,true
LicenseRef-scancode-red-hat-attribution,scancode:red-hat-attribution,true
LicenseRef-scancode-red-hat-attribution,Red Hat Attribution,false
LicenseRef-scancode-realm-platform-extension-2017,scancode:LicenseRef-scancode-realm-platform-extension-2017,true
LicenseRef-scancode-realm-platform-extension-2017,spdx:LicenseRef-scancode-realm-platform-extension-2017,true
LicenseRef-scancode-realm-platform-extension-2017,Realm Platform Extensions License 2017,true
LicenseRef-scancode-realm-platform-extension-2017,scancode:Realm Platform Extensions License 2017,true
LicenseRef-scancode-realm-platform-extension-2017,realm-platform-extension-2017,true
LicenseRef-scancode-realm-platform-extension-2017,scancode:realm-platform-extension-2017,true
LicenseRef-scancode-reading-godiva-2010,scancode:LicenseRef-scancode-reading-godiva-2010,true
LicenseRef-scancode-reading-godiva-2010,spdx:LicenseRef-scancode-reading-godiva-2010,true
LicenseRef-scancode-reading-godiva-2010,Reading Godiva License 2010,true
LicenseRef-scancode-reading-godiva-2010,scancode:Reading Godiva License 2010,true
LicenseRef-scancode-reading-godiva-2010,reading-godiva-2010,true
LicenseRef-scancode-reading-godiva-2010,scancode:reading-godiva-2010,true
LicenseRef-scancode-rcsl-3.0,scancode:LicenseRef-scancode-rcsl-3.0,true
LicenseRef-scancode-rcsl-3.0,spdx:LicenseRef-scancode-rcsl-3.0,true
LicenseRef-scancode-rcsl-3.0,RCSL R&D 3.0,true
LicenseRef-scancode-rcsl-3.0,scancode:RCSL R&D 3.0,true
LicenseRef-scancode-rcsl-3.0,rcsl-3.0,true
LicenseRef-scancode-rcsl-3.0,metaeffekt:RCSL-3.0,true
LicenseRef-scancode-rcsl-3.0,scancode:rcsl-3.0,true
LicenseRef-scancode-rcsl-3.0,RealNetworks Community Source License 3.0,true
LicenseRef-scancode-rcsl-3.0,metaeffekt:RealNetworks Community Source License 3.0,true
LicenseRef-scancode-rcsl-3.0,RealNetworks Community Source License v3.0,true
LicenseRef-scancode-rcsl-3.0,scancode:RealNetworks Community Source License v3.0,true
LicenseRef-scancode-rcsl-3.0,RealNetworks Community Source License,false
LicenseRef-scancode-rcsl-2.0,scancode:LicenseRef-scancode-rcsl-2.0,true
LicenseRef-scancode-rcsl-2.0,spdx:LicenseRef-scancode-rcsl-2.0,true
LicenseRef-scancode-rcsl-2.0,RCSL R&D 2.0,true
LicenseRef-scancode-rcsl-2.0,scancode:RCSL R&D 2.0,true
LicenseRef-scancode-rcsl-2.0,rcsl-2.0,true
LicenseRef-scancode-rcsl-2.0,metaeffekt:RCSL-2.0,true
LicenseRef-scancode-rcsl-2.0,scancode:rcsl-2.0,true
LicenseRef-scancode-rcsl-2.0,RealNetworks Community Source License 2.0,true
LicenseRef-scancode-rcsl-2.0,metaeffekt:RealNetworks Community Source License 2.0,true
LicenseRef-scancode-rcsl-2.0,RealNetworks Community Source License v2.0,true
LicenseRef-scancode-rcsl-2.0,scancode:RealNetworks Community Source License v2.0,true
LicenseRef-scancode-rcsl-2.0,https://helixcommunity.org/content/rcsl,false
LicenseRef-scancode-rcsl-2.0,RealNetworks Community Source License,false
LicenseRef-scancode-rar-winrar-eula,scancode:LicenseRef-scancode-rar-winrar-eula,true
LicenseRef-scancode-rar-winrar-eula,spdx:LicenseRef-scancode-rar-winrar-eula,true
LicenseRef-scancode-rar-winrar-eula,RAR and WinRAR EULA,true
LicenseRef-scancode-rar-winrar-eula,metaeffekt:RAR and WinRAR EULA,true
LicenseRef-scancode-rar-winrar-eula,scancode:RAR and WinRAR EULA,true
LicenseRef-scancode-rar-winrar-eula,rar-winrar-eula,true
LicenseRef-scancode-rar-winrar-eula,metaeffekt:RAR-WinRAR-EULA,true
LicenseRef-scancode-rar-winrar-eula,scancode:rar-winrar-eula,true
LicenseRef-scancode-ralink-firmware,scancode:LicenseRef-scancode-ralink-firmware,true
LicenseRef-scancode-ralink-firmware,spdx:LicenseRef-scancode-ralink-firmware,true
LicenseRef-scancode-ralink-firmware,Ralink Firmware License,true
LicenseRef-scancode-ralink-firmware,metaeffekt:Ralink Firmware License,true
LicenseRef-scancode-ralink-firmware,scancode:Ralink Firmware License,true
LicenseRef-scancode-ralink-firmware,ralink-firmware,true
LicenseRef-scancode-ralink-firmware,metaeffekt:Ralink-Firmware,true
LicenseRef-scancode-ralink-firmware,scancode:ralink-firmware,true
LicenseRef-scancode-ralink-firmware,Firmware,false
LicenseRef-scancode-ralink-firmware,MediaTek Firmware License,false
LicenseRef-scancode-rackspace,scancode:LicenseRef-scancode-rackspace,true
LicenseRef-scancode-rackspace,spdx:LicenseRef-scancode-rackspace,true
LicenseRef-scancode-rackspace,rackspace,true
LicenseRef-scancode-rackspace,metaeffekt:Rackspace,true
LicenseRef-scancode-rackspace,scancode:rackspace,true
LicenseRef-scancode-rackspace,Rackspace License,true
LicenseRef-scancode-rackspace,metaeffekt:Rackspace License,true
LicenseRef-scancode-rackspace,scancode:Rackspace License,true
Qwt exception 1.0,spdx:Qwt exception 1.0,true
Qwt exception 1.0,Qwt Exception 1.0 (LPGL),true
Qwt exception 1.0,metaeffekt:Qwt Exception 1.0 (LPGL),true
Qwt exception 1.0,Qwt exception to LGPL 2.1,true
Qwt exception 1.0,qwt-exception-1.0,true
Qwt exception 1.0,fossology:Qwt-exception-1.0,true
Qwt exception 1.0,scancode:qwt-exception-1.0,true
Qwt exception 1.0,spdx:Qwt-exception-1.0,true
Qwt exception 1.0,Qwt-Exception-1.0-LGPL,true
Qwt exception 1.0,metaeffekt:Qwt-Exception-1.0-LGPL,true
Qwt exception 1.0,Qwt Exception,false
Qwt exception 1.0,Qwt License Version 1.0,false
LicenseRef-scancode-quirksmode,scancode:LicenseRef-scancode-quirksmode,true
LicenseRef-scancode-quirksmode,spdx:LicenseRef-scancode-quirksmode,true
LicenseRef-scancode-quirksmode,quirksmode,true
LicenseRef-scancode-quirksmode,metaeffekt:Quirksmode,true
LicenseRef-scancode-quirksmode,scancode:quirksmode,true
LicenseRef-scancode-quirksmode,Quirksmode Copyright Notice,true
LicenseRef-scancode-quirksmode,metaeffekt:Quirksmode Copyright Notice,true
LicenseRef-scancode-quirksmode,scancode:Quirksmode Copyright Notice,true
LicenseRef-scancode-quirksmode,http://www.quirksmode.org/about/copyright.html,false
LicenseRef-scancode-quin-street,scancode:LicenseRef-scancode-quin-street,true
LicenseRef-scancode-quin-street,spdx:LicenseRef-scancode-quin-street,true
LicenseRef-scancode-quin-street,quin-street,true
LicenseRef-scancode-quin-street,metaeffekt:Quin-Street,true
LicenseRef-scancode-quin-street,scancode:quin-street,true
LicenseRef-scancode-quin-street,QuinStreet License,true
LicenseRef-scancode-quin-street,metaeffekt:QuinStreet License,true
LicenseRef-scancode-quin-street,scancode:QuinStreet License,true
LicenseRef-scancode-quickfix-1.0,scancode:LicenseRef-scancode-quickfix-1.0,true
LicenseRef-scancode-quickfix-1.0,spdx:LicenseRef-scancode-quickfix-1.0,true
LicenseRef-scancode-quickfix-1.0,QuickFix 1.0,true
LicenseRef-scancode-quickfix-1.0,scancode:QuickFix 1.0,true
