lfc,names,ambiguousNames
Metaeffekt Universe,"[""MIT-Materials"",""MIT License (Materials)""]",[]
Metaeffekt Universe,"[""MIT-Materials-extended-attribution"",""MIT License (Materials; extended attribution)""]",[]
Metaeffekt Universe,"[""MIT-disclaimer-var"",""MIT License (disclaimer variant)""]",[]
Metaeffekt Universe,"[""MIT-remotly-interaction"",""MIT License (remotely interaction)""]","[""MIT License (remotely interaction)"",""scancode:saas-mit""]"
Metaeffekt Universe,"[""MIT-trimmed-disclaimer"",""MIT License (trimmed disclaimer)""]",[]
Metaeffekt Universe,"[""MIT-Old-Style-001"",""MIT Old Style License (001)""]","[""MIT Old Style License (001)""]"
Metaeffekt Universe,"[""MIT-Old-Style-002"",""MIT Old Style License (002)""]","[""\""Old MIT\"" license"",""Old MIT License"",""scancode:mit-modern""]"
Metaeffekt Universe,"[""MIT-Old-Style-004"",""MIT Old Style License (004)""]","[""mit-old-style"",""scancode:mit-old-style-no-advert""]"
Metaeffekt Universe,"[""MIT-Old-Style-sparse"",""MIT Old Style License (sparse)""]","[""mit-old-style-sparse"",""scancode:mit-old-style-sparse""]"
Metaeffekt Universe,"[""MIT-Old-Style"",""MIT Old Style License""]","[""http://fedoraproject.org/wiki/Licensing:MIT#Old_Style"",""scancode:mit-old-style""]"
Metaeffekt Universe,"[""MIT-Open-Group-001"",""MIT Open Group (001)""]","[""MIT Open Group (001)""]"
Metaeffekt Universe,"[""MIT-Permission"",""MIT Permission""]","[""mit-permission""]"
Metaeffekt Universe,"[""MIT-README"",""MIT README License""]","[""mit-readme"",""scancode:mit-readme""]"
Metaeffekt Universe,"[""MIT-SIPB-001"",""MIT SIPB License Var001""]","[""MIT SIPB License Var001""]"
Metaeffekt Universe,"[""MIT-SIPB"",""MIT SIPB License""]","[""MIT SIPB License""]"
Metaeffekt Universe,"[""MIT-Synopsys"",""MIT Synopsys License""]","[""mit-synopsys"",""scancode:mit-synopsys""]"
Metaeffekt Universe,"[""MIT-Nagy"",""MIT Szabolcs Nagy""]","[""mit-nagy"",""scancode:mit-nagy""]"
Metaeffekt Universe,"[""MIT-Taylor-Variant"",""MIT Taylor Variant""]","[""mit-taylor-variant"",""scancode:mit-taylor-variant""]"
Metaeffekt Universe,"[""MIT-Xfig"",""MIT Xfig Variant""]","[""mit-xfig"",""scancode:mit-xfig""]"
Metaeffekt Universe,"[""MIT-alike-PKINIT"",""MIT alike (PKINIT)""]","[""MIT alike (PKINIT)"",""scancode:michigan-disclaimer""]"
Metaeffekt Universe,"[""MIT-alike"",""MIT alike""]","[""MIT-style"",""netCDF C library license"",""Based on The MIT License"",""Based on the MIT License"",""MIT Java Wordnet Interface License"",""MIT License (MIT)"",""MIT like"",""MIT-Style License"",""MIT style"",""Modified MIT""]"
Metaeffekt Universe,"[""Michael-Barr"",""Michael Barr License""]","[""michael-barr"",""scancode:michael-barr""]"
Metaeffekt Universe,"[""Michigan"",""Michigan License""]","[""Michigan License""]"
Metaeffekt Universe,"[""MTX-Licensing-Statement"",""MicroType Express (MTX) License""]","[""MicroType Express (MTX) License"",""scancode:mtx-licensing-statement""]"
Metaeffekt Universe,"[""Microchip-Technology"",""Microchip Technology Licence""]","[""Microchip Technology Licence""]"
Metaeffekt Universe,"[""MS-NET-FRAMEWORK-Deployment"",""Microsoft .NET Framework Redistributable EULA""]","[""Microsoft .NET Framework Redistributable EULA"",""scancode:ms-net-framework-deployment""]"
Metaeffekt Universe,"[""MS-NET-Library-2018-11"",""Microsoft .NET Library License 2018-11""]","[""https://dotnet.microsoft.com/dotnet_library_license.htm"",""http://go.microsoft.com/fwlink/?LinkId=329770"",""scancode:ms-net-library-2018-11""]"
Metaeffekt Universe,"[""MS-NET-Library"",""Microsoft .NET Library License""]","[""http://www.microsoft.com/web/webpi/eula/net_library_eula_enu.htm"",""https://www.microsoft.com/web/webpi/eula/net_library_eula_enu.htm"",""http://go.microsoft.com/fwlink/?LinkID=320539"",""scancode:ms-net-library""]"
Metaeffekt Universe,"[""MS-ASP-NET-MVC3"",""Microsoft ASP.NET MVC 3 License""]","[""Microsoft ASP.NET MVC 3 License"",""scancode:ms-asp-net-mvc3""]"
Metaeffekt Universe,"[""MS-ASP-NET-MVC-Extensions-4"",""Microsoft ASP.NET MVC 4 Extensions License""]","[""Microsoft ASP.NET MVC 4 Extensions License"",""scancode:ms-asp-net-mvc4-extensions""]"
Metaeffekt Universe,"[""MS-ASP-NET-MVC-4"",""Microsoft ASP.NET MVC 4 License""]","[""Microsoft ASP.NET MVC 4 License"",""scancode:ms-asp-net-mvc4""]"
Metaeffekt Universe,"[""MS-ASP-NET-Software"",""Microsoft ASP.NET Software License""]","[""http://www.microsoft.com/web/webpi/eula/aspnetcomponent_rtw_TRK.htm"",""https://www.microsoft.com/web/webpi/eula/aspnetcomponent_rtw_JPN.htm"",""http://www.microsoft.com/web/webpi/eula/aspnetcomponent_rtw_ENU.htm"",""http://www.microsoft.com/web/webpi/eula/aspnetcomponent_rtw_csy.htm"",""http://www.microsoft.com/web/webpi/eula/aspnetcomponent_rtw_JPN.htm"",""scancode:ms-asp-net-software""]"
Metaeffekt Universe,"[""MS-ASP-NET-Tools-Pre-Release"",""Microsoft ASP.NET Tools Pre-Release License""]","[""Microsoft ASP.NET Tools Pre-Release License"",""scancode:ms-asp-net-tools-pre-release""]"
Metaeffekt Universe,"[""MS-ASP-NET-Web-Pages-2"",""Microsoft ASP.NET Web Pages 2 License""]","[""Microsoft ASP.NET Web Pages 2 License"",""scancode:ms-asp-net-web-pages-2""]"
Metaeffekt Universe,"[""MS-ASP-NET-Web-Pages-Templates"",""Microsoft ASP.NET Web Pages Templates License""]","[""Microsoft ASP.NET Web Pages Templates License"",""scancode:ms-asp-net-web-pages-templates""]"
Metaeffekt Universe,"[""MS-Azure-Data-Studio"",""Microsoft Azure Data Studio License Terms""]","[""Microsoft Azure Data Studio License Terms"",""MICROSOFT AZURE DATA STUDIO"",""scancode:ms-azure-data-studio""]"
Metaeffekt Universe,"[""MS-Developer-Services-Agreement-2018-06"",""Microsoft Developer Services Agreement 2018-06""]","[""http://msdn.microsoft.com/en-US/cc300389"",""Microsoft Developer Services Agreement 2018-06"",""Microsoft Developer Agreement"",""scancode:ms-developer-services-agreement-2018-06""]"
Metaeffekt Universe,"[""MS-DirectX-SDK-EULA"",""Microsoft DirectX SDK EULA""]","[""Microsoft DirectX SDK EULA"",""scancode:ms-directx-sdk-eula""]"
Metaeffekt Universe,"[""MS-EULA-Win-Script-Host"",""Microsoft EULA for Windows Script Host""]","[""Microsoft EULA for Windows Script Host"",""scancode:ms-eula-win-script-host""]"
Metaeffekt Universe,"[""Microsoft-Enterprise-Library-EULA"",""Microsoft Enterprise Library EULA""]","[""http://msdn.microsoft.com/en-us/library/ms998253"",""microsoft-enterprise-library-eula"",""scancode:microsoft-enterprise-library-eula""]"
Metaeffekt Universe,"[""MS-Exchange-Server-2010-SP2-SDK"",""Microsoft Exchange Server 2010 SP2 Web Services SDK""]","[""Microsoft Exchange Server 2010 SP2 Web Services SDK"",""scancode:ms-exchange-server-2010-sp2-sdk""]"
Metaeffekt Universe,"[""MS-IIS-Container-Images-EULA-2020"",""Microsoft IIS Container Images EULA 202""]","[""Microsoft IIS Container Images EULA 202"",""scancode:ms-iis-container-images-eula-2020""]"
Metaeffekt Universe,"[""MS-Invisible-EULA-1.0"",""Microsoft Invisible Computing EULA 1.0""]","[""Microsoft Invisible Computing EULA 1.0"",""scancode:ms-invisible-eula-1.0""]"
Metaeffekt Universe,"[""MS-JDBC-Driver-60-SQL-Server"",""Microsoft JDBC Driver 6.0 for SQL Server""]","[""Microsoft JDBC Driver 6.0 for SQL Server"",""MICROSOFT JDBC DRIVER 6.0 FOR SQL SERVER"",""scancode:ms-jdbc-driver-60-sql-server""]"
Metaeffekt Universe,"[""MS-Kinext-Win-SDK"",""Microsoft Kinect for Windows SDK License""]","[""Microsoft Kinect for Windows SDK License"",""scancode:ms-kinext-win-sdk""]"
Metaeffekt Universe,"[""MS-MSN-Webgrease"",""Microsoft MSN WebGrease License""]","["" Microsoft MSN WebGrease License"",""MICROSOFT MSN WEBGREASE"",""scancode:ms-msn-webgrease""]"
Metaeffekt Universe,"[""MS-MT-Resource-Kit"",""Microsoft NT Resource Kit License""]","[""Microsoft NT Resource Kit License"",""scancode:ms-nt-resource-kit""]"
Metaeffekt Universe,"[""MS-NuGet-Package-Manager"",""Microsoft NuGet-Based Package Manager License""]","[""Microsoft NuGet-Based Package Manager License"",""scancode:ms-nuget-package-manager""]"
Metaeffekt Universe,"[""MS-Office-System-Programs-EULA"",""Microsoft Office System Programs Software EULA""]","[""Microsoft Office System Programs Software EULA"",""scancode:ms-office-system-programs-eula""]"
Metaeffekt Universe,"[""MS-Patent-Promise"",""Microsoft Patent Promise for .NET Libraries and Runtime Components""]","[""Microsoft Patent Promise for .NET Libraries and Runtime Components"",""scancode:ms-patent-promise""]"
Metaeffekt Universe,"[""MS-Platform-SDK"",""Microsoft Platform SDK License""]","[""Microsoft Platform SDK License"",""scancode:ms-platform-sdk""]"
Metaeffekt Universe,"[""MS-Remote-NDIS-USB-Kit"",""Microsoft Remote NDIS USB Kit EULA""]","[""Microsoft Remote NDIS USB Kit EULA"",""scancode:ms-remote-ndis-usb-kit""]"
Metaeffekt Universe,"[""MS-Research-Shared-Source"",""Microsoft Research Shared Source License""]","[""http://research.microsoft.com/downloads"",""Microsoft Research Shared Source License"",""scancode:ms-research-shared-source""]"
Metaeffekt Universe,"[""MS-SQL-Server-Data-Tools"",""Microsoft SQL Server Data Tools License""]","[""Microsoft SQL Server Data Tools License"",""scancode:ms-sql-server-data-tools""]"
Metaeffekt Universe,"[""MS-SSPL"",""Microsoft Shared Source Permissive License (SS-PL)""]","[""Microsoft Shared Source Permissive License (SS-PL)"",""scancode:ms-sspl""]"
Metaeffekt Universe,"[""MS-Silverlight-3"",""Microsoft Silverlight 3 License""]","[""Microsoft Silverlight 3 License"",""scancode:ms-silverlight-3""]"
Metaeffekt Universe,"[""MS-ASP-NET-AJAX-Supplemental"",""Microsoft Software Supplemental License - ASP.NET 2.0 AJAX EXTENSIONS""]","[""ms-asp-net-ajax-supplemental-terms"",""scancode:ms-asp-net-ajax-supplemental-terms""]"
Metaeffekt Universe,"[""MSJ-Sample-Code"",""Microsoft Systems Journal Sample Code License""]","[""msj-sample-code"",""scancode:msj-sample-code""]"
Metaeffekt Universe,"[""MS-TTF-EULA"",""Microsoft TrueType Fonts EULA""]","[""Microsoft TrueType Fonts EULA"",""scancode:ms-ttf-eula""]"
Metaeffekt Universe,"[""MS-Visual-Studio-2017"",""Microsoft Visual Studio 2017""]","[""Microsoft Visual Studio 2017"",""scancode:ms-visual-studio-2017""]"
Metaeffekt Universe,"[""MS-WS-Routing-Spec"",""Microsoft WS Routing Specifications License""]","[""Microsoft WS Routing Specifications License"",""scancode:ms-ws-routing-spec""]"
Metaeffekt Universe,"[""MS-Web-Developer-Tools-1.0"",""Microsoft Web Developer Tools 1.0""]","[""Microsoft Web Developer Tools 1.0"",""scancode:ms-web-developer-tools-1.0""]"
Metaeffekt Universe,"[""MS-WinCE-Shared-Source-50"",""Microsoft Windows CE Shared Source License Agreement 5.0""]","[""http://msdn.microsoft.com/en-us/windowsembedded/aa714524.aspx"",""Microsoft Windows CE 5.0 Shared Source License Agreement"",""scancode:wince-50-shared-source""]"
Metaeffekt Universe,"[""MS-Windows-Container-Base-Image-EULA-2020"",""Microsoft Windows Container Base Image EULA 2020""]","[""Microsoft Windows Container Base Image EULA 2020"",""scancode:ms-windows-container-base-image-eula-2020""]"
Metaeffekt Universe,"[""MS-Windows-Driver-Kit"",""Microsoft Windows Driver Kit License""]","[""Microsoft Windows Driver Kit License"",""scancode:ms-windows-driver-kit""]"
Metaeffekt Universe,"[""Microsoft-Windows-Rally-DevKit"",""Microsoft Windows Rally Development Kit License""]","[""Microsoft Windows Rally Development Kit License"",""scancode:microsoft-windows-rally-devkit""]"
Metaeffekt Universe,"[""MS-Windows-SDK-Server-2008-NET-3.5"",""Microsoft Windows SDK for Windows Server 2008 and .NET Framework 3.5""]","[""Microsoft Windows SDK for Windows Server 2008 and .NET Framework 3.5"",""scancode:ms-windows-sdk-server-2008-net-3.5""]"
Metaeffekt Universe,"[""MS-Windows-Server-2003-DDK"",""Microsoft Windows Server 2003 DDK License""]","[""Microsoft Windows Server 2003 DDK License"",""scancode:ms-windows-server-2003-ddk""]"
Metaeffekt Universe,"[""MS-Windows-Server-2003-SDK"",""Microsoft Windows Server 2003 SP1 Platform SDK License""]","[""Microsoft Windows Server 2003 SP1 Platform SDK License"",""scancode:ms-windows-server-2003-sdk""]"
Metaeffekt Universe,"[""MS-XML-Core-4.0"",""Microsoft XML Core Services (MSXML) 4.0 EULA""]","[""Microsoft XML Core Services (MSXML) 4.0 EULA"",""scancode:ms-xml-core-4.0""]"
Metaeffekt Universe,"[""Mike95"",""Mike95 License""]","[""Mike95 License"",""scancode:mike95""]"
Metaeffekt Universe,"[""Minecraft-Mod"",""Minecraft Mod License""]","[""minecraft-mod"",""scancode:minecraft-mod""]"
Metaeffekt Universe,"[""Mini-XML-Exception-2.0"",""Mini-XML Exception 2.0""]","[""mini-xml-exception-lgpl-2.0"",""scancode:mini-xml-exception-lgpl-2.0""]"
Metaeffekt Universe,"[""Minpack"",""Minpack License""]","[""Minpack License"",""Minpack Copyright Notice"",""scancode:minpack""]"
Metaeffekt Universe,"[""MIT-Permission-Kerberos"",""Mit Permission (Kerberos)""]","[""scancode:mit-no-trademarks""]"
Metaeffekt Universe,"[""Motorola"",""Motorola Microprocessor & Memory Technology Group License""]","[""scancode:motorola""]"
Metaeffekt Universe,"[""Moxa-Technology"",""Moxa Licence""]","[""Moxa Licence""]"
Metaeffekt Universe,"[""Mozilla-OSPL-1.0"",""Mozilla Open Software Patent License Agreement 1.0""]","[""mozilla-ospl-1.0"",""Mozilla Open Software Patent License Agreement v1"",""scancode:mozilla-ospl-1.0""]"
Metaeffekt Universe,"[""MPL-?"",""Mozilla Public License (undefined)""]","[""Mozilla Public License""]"
Metaeffekt Universe,"[""mod-dav-1.0"",""mod_dav License Agreement 1.0""]","[""http://www.webdav.org/mod_dav/license-1.html"",""mod_dav License Agreement v1"",""scancode:mod-dav-1.0""]"
Metaeffekt Universe,"[""MPEG-ISO"",""MPEG-2 NBC MPEG-4 Audio ISO License""]","[""mpeg-iso"",""scancode:mpeg-iso""]"
Metaeffekt Universe,"[""MPEG-7"",""MPEG-7 License""]","[""mpeg-7"",""scancode:mpeg-7""]"
Metaeffekt Universe,"[""MPEG-SSG"",""MPEG SSG License""]","[""http://www.mpeg.org/MPEG/video/mssg-free-mpeg-software.html"",""scancode:mpeg-ssg""]"
Metaeffekt Universe,"[""MS-ADS"",""MS-ADS License""]","[""Microsoft Active Directory Schema License"",""MS-ADSL""]"
Metaeffekt Universe,"[""MS-ILMerge"",""MS ILMerge License""]","[""MS ILMerge License"",""ILMerge license"",""MICROSOFT ILMerge"",""scancode:ms-ilmerge""]"
Metaeffekt Universe,"[""MS-Specification"",""MS Specification License""]","[""msdn.microsoft.com/library/en-us/odcXMLRef/html/odcXMLRefLegalNotice""]"
Metaeffekt Universe,"[""MSNTP"",""MSNTP Software License""]","[""http://fedoraproject.org/wiki/Licensing/MSNTP"",""Free use of the software in source and binary forms is permitted, provided that this entire licence is duplicated in all copies, and that any documentation, announcements, and other materials related to use acknowledge that the software was developed by <AUTHOR> (hereafter refered to as the Author) at the  of .  Neither the name of the Author nor the University of Cambridge may be used to endorse or promote products derived from this material without specific prior written permission.  The Author and the University of  retain the copyright and all other legal rights to the software and make it available non-exclusively.  All users must ensure that the software in all its derivations carries a copyright notice in the form:"",""Free use of the software in source and binary forms is permitted, provided that this entire licence is duplicated in all copies, and that any documentation, announcements, and other materials related to use acknowledge that the software was developed by <AUTHOR> (hereafter refered to as the Author) at the University of Cambridge.  Neither the name of the Author nor the University of Cambridge may be used to endorse or promote products derived from this material without specific prior written permission.  The Author and the University of Cambridge retain the copyright and all other legal rights to the software and make it available non-exclusively.  All users must ensure that the software in all its derivations carries a copyright notice in the form:           (c) Copyright University of Cambridge."",""scancode:msntp""]"
Metaeffekt Universe,"[""Mulle-Kybernetik"",""Mulle Kybernetik License""]","[""http://www.mulle-kybernetik.com/en/index.html"",""scancode:mulle-kybernetik""]"
Metaeffekt Universe,"[""MUSL-Exception"",""MUSL Attribution Exception""]","[""musl attribution exception"",""scancode:musl-exception""]"
Metaeffekt Universe,"[""MySQL-Connector-ODBC-Exception-2.0"",""MySQL Connector ODBC Exception 2.0""]","[""mysql-connector-odbc-exception-2.0"",""scancode:mysql-connector-odbc-exception-2.0""]"
Metaeffekt Universe,"[""MySQL-Linking-Exception-2018"",""MySQL Linking Exception 2018""]","[""MySQL linking exception 2018"",""scancode:mysql-linking-exception-2018""]"
Metaeffekt Universe,"[""NAnt-Exception"",""NAnt Exception""]","[""NAnt Exception"",""scancode:nant-exception-2.0-plus""]"
Metaeffekt Universe,"[""IoST-Permission"",""National Institute of Standard and Technology Permission""]","[""National Institute of Standard and Technology Permission""]"
Metaeffekt Universe,"[""Naughter"",""Naughter Software License""]","[""scancode:naughter""]"
Metaeffekt Universe,"[""nexB-EULA-1.1.0"",""nexB EULA 1.1.0""]","[""NEXB EULA 1.1.0"",""scancode:nexb-eula-saas-1.1.0""]"
Metaeffekt Universe,"[""NetApp-Manageability-SDK"",""NetApp Manageability SDK License Agreement""]","[""NetApp Manageability SDK License Agreement"",""scancode:netapp-sdk-aug2020""]"
Metaeffekt Universe,"[""NetComponents"",""NetComponents License""]","[""http://gruntspud.sourceforge.net/NETCOMPONENTS_LICENSE.html"",""scancode:netcomponents""]"
Metaeffekt Universe,"[""Netcat"",""Netcat License""]","[""Netcat License"",""scancode:netcat""]"
Metaeffekt Universe,"[""PT-Netcat"",""Netcat Permission Statement""]","[""Netcat Permission Statement""]"
Metaeffekt Universe,"[""Netron"",""Netron Project License""]","[""Netron Project License"",""scancode:netron""]"
Metaeffekt Universe,"[""New-Relic"",""New Relic License""]","[""New Relic License"",""New Relic Licence"",""New Relic license"",""New Relic licence"",""scancode:new-relic""]"
Metaeffekt Universe,"[""Newran"",""Newran License""]","[""scancode:newran""]"
Metaeffekt Universe,"[""nexB-SSLA-1.1.0"",""nexB Software Subscription License Agreement 1.1.0""]","[""nexB Software Subscription License Agreement 1.1.0"",""scancode:nexb-ssla-1.1.0""]"
Metaeffekt Universe,"[""NICTA-PSL-1.0"",""NICTA Public Software Licence 1.0""]","[""NICTA Public Software Licence 1.0"",""scancode:nicta-psl""]"
Metaeffekt Universe,"[""NICTA-Restriction"",""NICTA Restriction""]","[""nicta-exception"",""scancode:nicta-exception""]"
Metaeffekt Universe,"[""Niels-Ferguson"",""Niels Ferguson License""]","[""niels-ferguson"",""scancode:niels-ferguson""]"
Metaeffekt Universe,"[""NPSL-0.92"",""Nmap Public Source License 0.92""]","[""Nmap Public Source License Version 0.92""]"
Metaeffekt Universe,"[""NPSL-0.93"",""Nmap Public Source License 0.93""]","[""Nmap Public Source License Version 0.93"",""https://svn.nmap.org/nmap/LICENSE"",""https://nmap.org/npsl/npsl-annotated.html"",""scancode:npsl-exception-0.93""]"
Metaeffekt Universe,"[""LGPL-2.1-Nokia-Qt-1.0"",""Nokia Qt LGPL Exception 1.0""]","[""Nokia Qt LGPL Exception 1.0"",""scancode:lgpl-2.1-nokia-qt-1.0"",""scancode:qt-company-exception-lgpl-2.1""]"
Metaeffekt Universe,"[""IPTC-2006"",""Non-Exclusive License Agreement for International Press Telecommunications Council Specifications and Related Documentation and Software 2006""]","[""iptc-2006"",""scancode:iptc-2006""]"
Metaeffekt Universe,"[""Non-Violent-4.0"",""Non-Violent Public License 4.0""]","[""NON-VIOLENT PUBLIC LICENSE v4"",""scancode:non-violent-4.0""]"
Metaeffekt Universe,"[""NWHM"",""Non White Heterosexual Male""]","[""Non White Heterosexual Male"",""scancode:nwhm""]"
Metaeffekt Universe,"[""Nonexclusive"",""Nonexclusive License""]","[""Nonexclusive License"",""scancode:nonexclusive""]"
Metaeffekt Universe,"[""Nortel-DASA"",""Nortel DASA License""]","[""nortel-dasa"",""scancode:nortel-dasa""]"
Metaeffekt Universe,"[""NRL-2-Clause"",""NRL 2-Clause License""]","[""NRL 2-Clause License""]"
Metaeffekt Universe,"[""NRL-3-Clause"",""NRL 3-Clause License""]","[""NRL 3-Clause License""]"
Metaeffekt Universe,"[""NTLM"",""NTLM License""]","[""NTLM License"",""scancode:ntlm""]"
Metaeffekt Universe,"[""NTP-Open"",""NTP Open License""]","[""NTP Open License""]"
Metaeffekt Universe,"[""Numerical-Recipes"",""Numerical Recipes Notice""]","[""numerical-recipes-notice"",""scancode:numerical-recipes-notice""]"
Metaeffekt Universe,"[""NVIDIA-2002"",""NVIDIA 2002 Proprietary License""]","[""nvidia-2002"",""scancode:nvidia-2002""]"
Metaeffekt Universe,"[""NVIDIA-APEX-SDK-EULA"",""NVIDIA APEX SDK EULA""]","[""NVIDIA APEX SDK EULA"",""scancode:nvidia-apex-sdk-eula-2011""]"
Metaeffekt Universe,"[""NVIDIA"",""NVIDIA Customer Use License""]","[""NVIDIA License""]"
Metaeffekt Universe,"[""NVIDIA-ISAAC-EULA"",""NVIDIA ISAAC EULA""]","[""NVIDIA ISAAC EULA"",""scancode:nvidia-isaac-eula-2019.1""]"
Metaeffekt Universe,"[""NVIDIA-Gov"",""NVIDIA License with Government Qualifications""]","[""nvidia-gov"",""scancode:nvidia-gov""]"
Metaeffekt Universe,"[""NVIDIA-NGX-EULA"",""NVIDIA NGX EULA""]","[""NVIDIA NGX EULA"",""scancode:nvidia-ngx-eula-2019""]"
Metaeffekt Universe,"[""NVIDIA-PT"",""NVIDIA Permission Terms""]","[""NVIDIA Permission""]"
Metaeffekt Universe,"[""NVIDIA-SDK-EULA"",""NVIDIA SDK EULA""]","[""NVIDIA SDK EULA"",""scancode:nvidia-sdk-eula-v0.11""]"
Metaeffekt Universe,"[""NVIDIA-User"",""NVIDIA User Notice""]","[""http://www.xfree86.org/3.3.6/COPYRIGHT2.html#7"",""scancode:nvidia""]"
Metaeffekt Universe,"[""NVIDIA-Video-Codec-Agreement"",""NVIDIA Video Codec SDK Agreement""]","[""NVIDIA Video Codec SDK Agreement"",""scancode:nvidia-video-codec-agreement""]"
Metaeffekt Universe,"[""NXP-Firmware"",""NXP Firmware License""]","[""NXP Firmware License""]"
Metaeffekt Universe,"[""NXP-Microcontroller-Permission"",""NXP Microcontroller Permission""]","[""NXP Microcontroller Permission"",""scancode:nxp-microcontroller-proprietary""]"
Metaeffekt Universe,"[""NXP-Warranty-Disclaimer"",""NXP Warranty Disclaimer""]","[""NXP Warranty Disclaimer"",""scancode:nxp-warranty-disclaimer""]"
Metaeffekt Universe,"[""NYSL-0.9982"",""NYSL 0.9982""]","[""http://www.kmonos.net/nysl/index.ja.html"",""NYSL Version 0.9982"",""scancode:nysl-0.9982""]"
Metaeffekt Universe,"[""OASIS-Coypright-Notice-001"",""OASIS Copyright Notice Var001""]","[""OASIS Copyright Notice Var001""]"
Metaeffekt Universe,"[""OASIS-Coypright-Notice"",""OASIS Copyright Notice""]","[""OASIS Copyright Notice""]"
Metaeffekt Universe,"[""OASIS-IPR-Policy-2007"",""OASIS IPR Policy 2007""]","[""OASIS IPR Policy 2007""]"
Metaeffekt Universe,"[""OASIS-IPR-Policy-2014"",""OASIS IPR Policy 2014""]","[""OASIS IPR Policy 2014"",""scancode:oasis-ipr-policy-2014""]"
Metaeffekt Universe,"[""OASIS-IPR-Policy"",""OASIS IPR Policy""]","[""OASIS IPR Policy"",""Oasis-IPR-Policy"",""http://www.oasis-open.org/policies-guidelines/ipr""]"
Metaeffekt Universe,"[""OASIS-Specification"",""OASIS Specification License""]","[""OASIS Specification License"",""OASIS License"",""scancode:oasis-ws-security-spec""]"
Metaeffekt Universe,"[""OCB-OpenSSL-patent"",""OCB License (OpenSSL patent)""]","[""OCB License (OpenSSL patent)"",""scancode:ocb-patent-openssl-2013""]"
Metaeffekt Universe,"[""OCV-non-military"",""OCB License (non-military)""]","[""OCB License (non-military)"",""scancode:ocb-non-military-2013""]"
Metaeffekt Universe,"[""OCB"",""OCB License""]","[""License for Open Source Software Implementations of OCB"",""scancode:ocb-open-source-2013""]"
Metaeffekt Universe,"[""OCLC-1.0"",""OCLC Research Public License 1.0""]","[""http://www.free-soft.org/mirrors/www.opensource.org/licenses/oclc.php"",""scancode:oclc-1.0""]"
Metaeffekt Universe,"[""OCaml-LGPL-linking-exception"",""OCaml LGPL Linking Exception""]","[""scancode:ocaml-lgpl-linking-exception""]"
Metaeffekt Universe,"[""Oculus-SDK-2020"",""Oculus SDK License 2020""]","[""Oculus SDK License 2020"",""scancode:oculus-sdk-2020""]"
Metaeffekt Universe,"[""Oculus-SDK-3.5"",""Oculus SDK License 3.5""]","[""Oculus SDK License 3.5"",""scancode:oculus-sdk-3.5""]"
Metaeffekt Universe,"[""Oculus-SDK"",""Oculus SDK License""]","[""Oculus SDK License"",""scancode:oculus-sdk""]"
Metaeffekt Universe,"[""DbCL-1.0"",""ODC Database Contents License 1.0""]","[""https://opendatacommons.org/licenses/dbcl/1.0/"",""http://opendatacommons.org/licenses/dbcl/1.0/"",""dbcl-1.0"",""scancode:dbcl-1.0""]"
Metaeffekt Universe,"[""OGC-Document-2020"",""OGC Document Notice 2020""]","[""OGC Document Notice 2020"",""scancode:ogc-document-2020""]"
Metaeffekt Universe,"[""OGC"",""OGC Software Notice""]","[""OGC Software Notice"",""scancode:ogc""]"
Metaeffekt Universe,"[""OKL"",""OKL License""]","[""OKL License"",""scancode:okl""]"
Metaeffekt Universe,"[""OLPC"",""OLPC License""]","[""OLPC License"",""scancode:marvell-firmware""]"
Metaeffekt Universe,"[""OCCT-exception-1.0"",""Open CASCADE Exception 1.0""]","[""Open CASCADE Exception 1.0"",""scancode:occt-exception-1.0""]"
Metaeffekt Universe,"[""ODL"",""Open Directory License""]","[""http://dmoz.org/become_an_editor"",""http://www.dmoz.org/license.html"",""scancode:odl""]"
Metaeffekt Universe,"[""CAN-OGL-Alberta-2.1"",""Open Government Licence Alberta 2.1""]","[""Open Government Licence - Alberta"",""scancode:can-ogl-alberta-2.1""]"
Metaeffekt Universe,"[""CAN-OGL-British-Columbia-2.0"",""Open Government Licence British Columbia 2.0""]","[""can-ogl-british-columbia-2.0"",""scancode:can-ogl-british-columbia-2.0""]"
Metaeffekt Universe,"[""CAN-OGL-Nova-Scotia-1.0"",""Open Government Licence Nova Scotia 1.0""]","[""can-ogl-nova-scotia-1.0"",""scancode:can-ogl-nova-scotia-1.0""]"
Metaeffekt Universe,"[""CAN-OGL-Ontario-1.0"",""Open Government Licence Ontario 1.0""]","[""can-ogl-ontario-1.0"",""scancode:can-ogl-ontario-1.0""]"
Metaeffekt Universe,"[""CAN-OGL-Toronto-1.0"",""Open Government Licence Toronto 1.0""]","[""can-ogl-toronto-1.0"",""scancode:can-ogl-toronto-1.0""]"
Metaeffekt Universe,"[""Open-Group-PL"",""Open Group Public License""]","[""http://www.opengroup.org/openmotif/license/"",""scancode:open-group""]"
Metaeffekt Universe,"[""OIL-1.0"",""Open Innovation License 1.0""]","[""Open Innovation License Version 1"",""scancode:opnl-1.0""]"
Metaeffekt Universe,"[""OIL-2.0"",""Open Innovation License 2.0""]","[""Open Innovation License 2.0"",""scancode:opnl-2.0""]"
Metaeffekt Universe,"[""OWFa-1.0"",""Open Web Foundation Final Specification Agreement 1.0""]","[""owfa-1.0"",""OWFa 1.0"",""scancode:owfa-1.0""]"
